O*NET-SOC Code	Task ID	Task	Task Type	Incumbents Responding	Date	Domain Source
29-1199.04	18408	Administer treatments or therapies, such as homeopathy, hydrotherapy, Oriental or Ayurvedic medicine, electrotherapy and diathermy, using physical agents including air, heat, cold, water, sound, or ultraviolet light to catalyze the body to heal itself.	Core	31	06/2009	Occupational Expert
29-1199.04	18420	Consult with other health professionals to provide optimal patient care, referring patients to traditional health care professionals as necessary.	Core	31	06/2009	Occupational Expert
29-1199.04	18424	Obtain medical records from previous physicians or other health care providers for the purpose of patient evaluation.	Core	31	06/2009	Occupational Expert
29-1199.04	18415	Perform venipuncture or skin pricking to collect blood samples.	Core	31	06/2009	Occupational Expert
29-1199.04	18423	Conduct periodic public health maintenance activities such as immunizations and screenings for diseases and disease risk factors.	Core	31	06/2009	Occupational Expert
29-1199.04	18422	Monitor updates from public health agencies to keep abreast of health trends.	Core	31	06/2009	Occupational Expert
29-1199.04	18405	Perform mobilizations and high-velocity adjustments to joints or soft tissues, using principles of massage, stretching, or resistance.	Core	31	06/2009	Occupational Expert
29-1199.04	18421	Report patterns of patients' health conditions, such as disease status and births, to public health agencies.	Core	31	06/2009	Occupational Expert
29-1199.04	18419	Perform minor surgical procedures, such as removing warts, moles, or cysts, sampling tissues for skin cancer or lipomas, and applying or removing sutures.	Supplemental	31	06/2009	Occupational Expert
29-1199.04	18416	Treat minor cuts, abrasions, or contusions.	Supplemental	31	06/2009	Occupational Expert
29-1199.04	18417	Prescribe synthetic drugs under the supervision of medical doctors or within the allowances of regulatory bodies.	Supplemental	31	06/2009	Occupational Expert
29-1199.05	18429	Examine patients with problems related to ocular motility, binocular vision, amblyopia, or strabismus.	Core	35	06/2009	Occupational Expert
29-1199.05	18430	Evaluate, diagnose, or treat disorders of the visual system with an emphasis on binocular vision or abnormal eye movements.	Core	35	06/2009	Occupational Expert
29-1199.05	18428	Perform diagnostic tests or measurements such as motor testing, visual acuity testing, lensometry, retinoscopy, and color vision testing.	Core	35	06/2009	Occupational Expert
29-1199.05	18427	Develop non-surgical treatment plans for patients with conditions such as strabismus, nystagmus, and other visual disorders.	Core	35	06/2009	Occupational Expert
29-1199.05	18432	Provide instructions to patients or family members concerning diagnoses or treatment plans.	Core	35	06/2009	Occupational Expert
29-1199.05	18426	Provide non-surgical interventions, including corrective lenses, patches, drops, fusion exercises, or stereograms, to treat conditions such as strabismus, heterophoria, and convergence insufficiency.	Core	35	06/2009	Occupational Expert
29-1199.05	18434	Develop or use special test and communication techniques to facilitate diagnosis and treatment of children or disabled patients.	Core	34	06/2009	Occupational Expert
29-1199.05	18431	Interpret clinical or diagnostic test results.	Core	35	06/2009	Occupational Expert
29-1199.05	18433	Refer patients to ophthalmic surgeons or other physicians.	Core	35	06/2009	Occupational Expert
29-1199.05	18440	Provide training related to clinical methods or orthoptics to students, resident physicians, or other health professionals.	Core	35	06/2009	Occupational Expert
29-1199.05	18436	Prepare diagnostic or treatment reports for other medical practitioners or therapists.	Core	35	06/2009	Occupational Expert
29-1199.05	18435	Collaborate with ophthalmologists, optometrists, or other specialists in the diagnosis, treatment, or management of conditions such as glaucoma, cataracts, and retinal diseases.	Core	35	06/2009	Occupational Expert
29-1199.05	18425	Assist ophthalmologists in diagnostic ophthalmic procedures such as ultrasonography, fundus photography, and tonometry.	Core	35	06/2009	Occupational Expert
29-1199.05	18439	Perform vision screening of children in schools or community health centers.	Core	34	06/2009	Occupational Expert
29-1199.05	18437	Participate in clinical research projects.	Supplemental	35	06/2009	Occupational Expert
29-1199.05	18438	Present or publish scientific papers.	Supplemental	35	06/2009	Occupational Expert
29-2011.00	1887	Conduct chemical analysis of body fluids, including blood, urine, and spinal fluid, to determine presence of normal and abnormal components.	Core	142	06/2008	Incumbent
29-2011.00	1886	Analyze laboratory findings to check the accuracy of the results.	Core	144	06/2008	Incumbent
29-2011.00	1889	Enter data from analysis of medical tests and clinical results into computer for storage.	Core	142	06/2008	Incumbent
29-2011.00	1888	Operate, calibrate and maintain equipment used in quantitative and qualitative analysis, such as spectrophotometers, calorimeters, flame photometers, and computer-controlled analyzers.	Core	143	06/2008	Incumbent
29-2011.00	15232	Establish and monitor quality assurance programs and activities to ensure the accuracy of laboratory results.	Core	142	06/2008	Incumbent
29-2011.00	1892	Set up, clean, and maintain laboratory equipment.	Core	144	06/2008	Incumbent
29-2011.00	1893	Provide technical information about test results to physicians, family members and researchers.	Core	141	06/2008	Incumbent
29-2011.00	1894	Supervise, train, and direct lab assistants, medical and clinical laboratory technicians and technologists, and other medical laboratory workers engaged in laboratory testing.	Core	142	06/2008	Incumbent
29-2011.00	15233	Collect and study blood samples to determine the number of cells, their morphology, or their blood group, blood type, and compatibility for transfusion purposes, using microscopic techniques.	Supplemental	141	06/2008	Incumbent
29-2011.00	1890	Analyze samples of biological material for chemical content or reaction.	Supplemental	142	06/2008	Incumbent
29-2011.00	1896	Cultivate, isolate, and assist in identifying microbial organisms, and perform various tests on these microorganisms.	Supplemental	140	06/2008	Incumbent
29-2011.00	1898	Obtain, cut, stain, and mount biological material on slides for microscopic study and diagnosis, following standard laboratory procedures.	Supplemental	142	06/2008	Incumbent
29-2011.00	1899	Select and prepare specimen and media for cell culture, using aseptic technique and knowledge of medium components and cell requirements.	Supplemental	144	06/2008	Incumbent
29-2011.00	1895	Develop, standardize, evaluate, and modify procedures, techniques and tests used in the analysis of specimens and in medical laboratory experiments.	Supplemental	142	06/2008	Incumbent
29-2011.00	1901	Harvest cell cultures at optimum time based on knowledge of cell cycle differences and culture conditions.	Supplemental	140	06/2008	Incumbent
29-2011.00	1900	Conduct medical research under direction of microbiologist or biochemist.	Supplemental	142	06/2008	Incumbent
29-2011.01	17391	Analyze chromosomes found in biological specimens to aid diagnoses and treatments for genetic diseases such as congenital birth defects, fertility problems, and hematological disorders.	n/a	n/a	06/2009	Analyst
29-2011.01	17390	Arrange and attach chromosomes in numbered pairs on karyotype charts, using standard genetics laboratory practices and nomenclature, to identify normal or abnormal chromosomes.	n/a	n/a	06/2009	Analyst
29-2011.01	17389	Count numbers of chromosomes and identify the structural abnormalities by viewing culture slides through microscopes, light microscopes, or photomicroscopes.	n/a	n/a	06/2009	Analyst
29-2011.01	17388	Prepare biological specimens such as amniotic fluids, bone marrow, tumors, chorionic villi, and blood, for chromosome examinations.	n/a	n/a	06/2009	Analyst
29-2011.01	17386	Recognize and report abnormalities in the color, size, shape, composition, or pattern of cells.	n/a	n/a	06/2009	Analyst
29-2011.01	17387	Communicate test results or technical information to patients, physicians, family members, or researchers.	n/a	n/a	06/2009	Analyst
29-2011.01	17383	Create chromosome images using computer imaging systems.	n/a	n/a	06/2009	Analyst
29-2011.01	17384	Determine optimal time sequences and methods for manual or robotic cell harvests.	n/a	n/a	06/2009	Analyst
29-2011.01	17385	Examine chromosomes found in biological specimens to detect abnormalities.	n/a	n/a	06/2009	Analyst
29-2011.01	17382	Harvest cell cultures using substances such as mitotic arrestants, cell releasing agents, and cell fixatives.	n/a	n/a	06/2009	Analyst
29-2011.01	17379	Identify appropriate methods of specimen collection, preservation, or transport.	n/a	n/a	06/2009	Analyst
29-2011.01	17380	Prepare slides of cell cultures following standard procedures.	n/a	n/a	06/2009	Analyst
29-2011.01	17381	Select appropriate methods of preparation and storage of media to maintain potential of hydrogen (pH), sterility, or ability to support growth.	n/a	n/a	06/2009	Analyst
29-2011.01	17378	Select banding methods to permit identification of chromosome pairs.	n/a	n/a	06/2009	Analyst
29-2011.01	17377	Select or prepare specimens and media for cell cultures using aseptic techniques, knowledge of medium components, or cell nutritional requirements.	n/a	n/a	06/2009	Analyst
